layer,from_account,to_account,amount,case_id
2,A526725,A941678,77533.17,C77
3,A941678,A474714,59277.2,C77
4,A474714,CRYPTO9882,199641.64,C77
1,A386844,A711536,110649.29,C77
2,A711536,A791035,199355.14,C77
3,A791035,A470691,108868.61,C77
4,A470691,CRYPTO5042,195430.09,C77
1,A374746,A950945,106061.56,C77
2,A950945,A136929,38309.79,C77
3,A136929,CRYPTO8251,79047.86,C77
1,A403482,A234726,175810.09,C78
2,A234726,A556211,18299.38,C78
3,A556211,A962846,118005.74,C78
4,A962846,CRYPTO3695,39725.0,C78
1,A590843,A547443,126831.79,C78
2,A547443,A909700,72687.44,C78
3,A909700,A617887,133465.45,C78
4,A617887,A701601,113448.28,C78
5,A701601,A188612,118739.81,C78
6,A188612,CRYPTO7133,70728.32,C78
1,A620572,A449143,183411.21,C78
2,A449143,A745542,106984.06,C78
3,A745542,A404158,67908.34,C78
4,A404158,A726969,67449.48,C78
5,A726969,A790275,21322.84,C78
6,A790275,CRYPTO8933,119063.71,C78
1,A241809,A969270,164863.32,C78
2,A969270,A272968,68869.62,C78
3,A272968,CRYPTO1011,49252.84,C78
1,A930235,A586891,86250.74,C78
2,A586891,A561199,149048.96,C78
3,A561199,A975571,164670.44,C78
4,A975571,CRYPTO4894,130009.25,C78
1,A313445,A812703,127255.36,C78
2,A812703,A272918,103440.23,C78
3,A272918,A272197,58485.44,C78
4,A272197,CRYPTO1597,148289.9,C78
1,A295895,A616886,33833.39,C78
2,A616886,A391371,149657.71,C78
3,A391371,CRYPTO2131,62994.89,C78
1,A844004,A290393,194599.81,C79
2,A290393,A939526,186374.48,C79
3,A939526,A370473,112160.67,C79
4,A370473,A719719,27338.56,C79
5,A719719,CRYPTO9003,193462.81,C79
1,A168336,A289195,57637.43,C79
2,A289195,A615439,137455.16,C79
3,A615439,A986055,121392.35,C79
4,A986055,A670878,25912.68,C79
5,A670878,CRYPTO1551,85838.17,C79
1,A995665,A208971,49381.39,C79
2,A208971,A510169,150464.7,C79
3,A510169,A525002,58063.95,C79
4,A525002,CRYPTO9345,92390.36,C79
1,A723701,A194731,109714.89,C79
2,A194731,A434384,10923.38,C79
3,A434384,A564914,154053.55,C79
4,A564914,A371020,186498.53,C79
5,A371020,A810360,135351.21,C79
6,A810360,CRYPTO1097,108638.22,C79
1,A503188,A209294,56573.3,C79
2,A209294,A937819,56955.77,C79
3,A937819,A660075,166944.62,C79
4,A660075,CRYPTO5176,95414.47,C79
1,A585418,A352860,94216.64,C79
2,A352860,A716488,101123.72,C79
3,A716488,CRYPTO8365,108669.64,C79
1,A754451,A724123,70489.48,C79
2,A724123,A590696,52850.88,C79
3,A590696,A502665,103346.63,C79
4,A502665,A666270,174292.81,C79
5,A666270,A448135,40630.88,C79
6,A448135,CRYPTO4891,154994.43,C79
1,A269284,A353913,81507.56,C80
2,A353913,A812067,62025.68,C80
3,A812067,CRYPTO7566,184400.33,C80
1,A429305,A810969,154648.22,C80
2,A810969,A469606,92319.55,C80
3,A469606,CRYPTO4056,151499.03,C80
1,A427906,A540094,101659.65,C80
2,A540094,A290851,63010.41,C80
3,A290851,CRYPTO8959,163833.88,C80
1,A443809,A596768,128883.72,C80
2,A596768,A723427,108291.82,C80
3,A723427,CRYPTO5782,57661.26,C80
1,A841261,A835257,169720.12,C80
2,A835257,A577990,123335.55,C80
3,A577990,CRYPTO8246,185727.67,C80
1,A453549,A956649,166661.51,C80
2,A956649,A434969,22354.67,C80
3,A434969,A458977,111962.15,C80
4,A458977,CRYPTO2843,140049.75,C80
1,A948875,A348129,167377.71,C80
2,A348129,A806653,144499.49,C80
3,A806653,CRYPTO3086,88621.25,C80
1,A482847,A597442,106421.49,C80
2,A597442,A467911,98341.77,C80
3,A467911,A328097,84006.26,C80
4,A328097,A630043,186966.21,C80
5,A630043,CRYPTO1810,22107.84,C80
1,A834929,A818675,174850.97,C81
2,A818675,A434262,83261.9,C81
3,A434262,A824587,84967.2,C81
4,A824587,CRYPTO5493,122551.6,C81
1,A137479,A501211,149745.85,C81
2,A501211,A317447,101728.34,C81
3,A317447,A757082,32058.7,C81
4,A757082,A417449,199591.45,C81
5,A417449,A794702,137829.56,C81
6,A794702,CRYPTO2258,99912.52,C81
1,A207911,A320956,47345.18,C81
2,A320956,A229797,11818.74,C81
3,A229797,CRYPTO5206,114960.95,C81
1,A335733,A958827,25572.18,C81
2,A958827,A466804,140940.23,C81
3,A466804,CRYPTO4624,160585.57,C81
1,A183570,A816123,128471.2,C81
2,A816123,A975315,99850.17,C81
3,A975315,CRYPTO1766,64797.58,C81
1,A288904,A973643,104914.67,C81
2,A973643,A319741,104017.79,C81
3,A319741,CRYPTO9053,8962.56,C81
1,A534254,A518495,175345.85,C81
2,A518495,A696106,122827.64,C81
3,A696106,A971439,180986.3,C81
4,A971439,CRYPTO9836,198894.83,C81
1,A194257,A853304,62755.97,C81
2,A853304,A422941,117491.09,C81
3,A422941,A326628,47096.22,C81
4,A326628,A999144,79334.02,C81
5,A999144,A866846,104214.51,C81
6,A866846,CRYPTO5431,157901.43,C81
1,A475579,A987282,152943.0,C82
2,A987282,A595081,154227.74,C82
3,A595081,A417938,197891.62,C82
4,A417938,A339335,59623.05,C82
5,A339335,A293018,6395.52,C82
6,A293018,CRYPTO9759,162486.59,C82
1,A603459,A841090,46359.56,C82
2,A841090,A730368,64238.08,C82
3,A730368,A905333,186704.42,C82
4,A905333,CRYPTO2351,48930.66,C82
1,A371331,A318090,199185.33,C82
2,A318090,A204500,109911.91,C82
3,A204500,A197317,161948.23,C82
4,A197317,CRYPTO6872,63376.83,C82
1,A407441,A911209,91180.78,C82
2,A911209,A122575,97808.95,C82
3,A122575,A455287,26525.49,C82
4,A455287,CRYPTO3835,12515.09,C82
1,A842342,A926915,9988.28,C82
2,A926915,A735348,114573.44,C82
3,A735348,A807489,115035.19,C82
4,A807489,A746961,19511.97,C82
5,A746961,CRYPTO2558,142194.95,C82
1,A516808,A835184,125788.67,C82
2,A835184,A267464,13956.05,C82
3,A267464,CRYPTO9495,85456.46,C82
1,A571094,A917182,133795.36,C82
2,A917182,A362012,8567.71,C82
3,A362012,A960058,38810.6,C82
4,A960058,A937478,139007.76,C82
5,A937478,CRYPTO6246,127909.81,C82
1,A663044,A372133,41514.59,C82
2,A372133,A600390,118347.64,C82
3,A600390,A548110,19600.46,C82
4,A548110,A544041,59122.48,C82
5,A544041,CRYPTO7309,99141.93,C82
1,A762297,A324480,68151.99,C82
2,A324480,A734442,44790.83,C82
3,A734442,A447433,128815.18,C82
4,A447433,A338839,87825.74,C82
5,A338839,CRYPTO8888,109885.21,C82
1,A218593,A437932,79166.61,C82
2,A437932,A733867,112877.12,C82
3,A733867,A117123,10900.67,C82
4,A117123,A444145,68890.7,C82
5,A444145,CRYPTO2871,111254.21,C82
1,A630527,A278134,102134.61,C83
2,A278134,A111262,9739.84,C83
3,A111262,A947384,199038.65,C83
4,A947384,CRYPTO1224,103780.15,C83
1,A229588,A129508,22739.71,C83
2,A129508,A961349,187948.26,C83
3,A961349,A395870,73937.78,C83
4,A395870,CRYPTO3305,91200.25,C83
1,A933260,A403428,21852.17,C83
2,A403428,A437991,130419.49,C83
3,A437991,A712333,34165.26,C83
4,A712333,A731522,28670.22,C83
5,A731522,A885845,51881.84,C83
6,A885845,CRYPTO1594,45787.81,C83
1,A771236,A346183,54855.88,C83
2,A346183,A647257,194455.97,C83
3,A647257,A423913,131858.16,C83
4,A423913,CRYPTO4134,76926.68,C83
1,A392172,A163156,115542.84,C83
2,A163156,A215295,158028.43,C83
3,A215295,A524366,181228.42,C83
4,A524366,A955645,82135.82,C83
5,A955645,A594726,71823.41,C83
6,A594726,CRYPTO8101,47366.81,C83
1,A678624,A685096,98395.08,C83
2,A685096,A753060,141927.51,C83
3,A753060,A996408,197649.02,C83
4,A996408,A619586,181683.87,C83
5,A619586,CRYPTO8813,195824.89,C83
1,A732674,A316566,21208.92,C83
2,A316566,A234734,118236.84,C83
3,A234734,A637300,30424.45,C83
4,A637300,CRYPTO6556,152381.25,C83
1,A413766,A427107,45986.43,C84
2,A427107,A576817,104954.09,C84
3,A576817,A598363,25706.91,C84
4,A598363,CRYPTO5863,72867.05,C84
1,A546014,A620101,143121.73,C84
2,A620101,A923175,188782.7,C84
3,A923175,A442296,138715.27,C84
4,A442296,A859884,81173.29,C84
5,A859884,CRYPTO9615,126300.75,C84
1,A960619,A680894,156252.51,C84
2,A680894,A983207,153590.55,C84
3,A983207,A689811,173649.26,C84
4,A689811,CRYPTO2184,15570.3,C84
1,A634011,A768055,47622.4,C84
2,A768055,A299882,170578.47,C84
3,A299882,CRYPTO3608,23233.16,C84
1,A307030,A657546,118703.35,C84
2,A657546,A450927,91996.32,C84
3,A450927,CRYPTO3132,186638.56,C84
1,A108097,A805142,130345.83,C84
2,A805142,A386511,49034.21,C84
3,A386511,CRYPTO7974,158894.37,C84
1,A713812,A790831,17413.03,C84
2,A790831,A849254,107719.38,C84
3,A849254,A239490,43457.69,C84
4,A239490,A219507,70427.08,C84
5,A219507,CRYPTO8239,144160.4,C84
1,A811317,A654336,122654.0,C84
2,A654336,A966363,29030.04,C84
3,A966363,A983366,135975.01,C84
4,A983366,A839683,5545.03,C84
5,A839683,CRYPTO8923,64955.36,C84
1,A723546,A679520,68987.1,C85
2,A679520,A229212,102174.43,C85
3,A229212,A128717,36642.54,C85
4,A128717,A360973,55449.64,C85
5,A360973,CRYPTO5780,127706.41,C85
1,A713448,A496976,195085.85,C85
2,A496976,A593009,153935.99,C85
3,A593009,A137401,46292.0,C85
4,A137401,CRYPTO2532,7871.79,C85
1,A895696,A533849,164159.12,C85
2,A533849,A638531,146597.04,C85
3,A638531,A996514,101424.09,C85
4,A996514,A614547,18905.52,C85
5,A614547,A175535,156046.53,C85
6,A175535,CRYPTO9516,171044.18,C85
1,A595145,A862813,33066.78,C85
2,A862813,A895190,169644.68,C85
3,A895190,A643674,189635.06,C85
4,A643674,A119271,72305.88,C85
5,A119271,A364182,177596.83,C85
6,A364182,CRYPTO2387,120484.46,C85
1,A554588,A286959,71297.04,C85
2,A286959,A162831,148088.47,C85
3,A162831,A156138,83608.06,C85
4,A156138,A732105,127367.44,C85
5,A732105,A636976,164837.24,C85
6,A636976,CRYPTO4774,63111.72,C85
1,A578803,A855544,120077.58,C85
2,A855544,A895783,19487.65,C85
3,A895783,A742165,37928.47,C85
4,A742165,A685891,99418.03,C85
5,A685891,A506219,76052.23,C85
6,A506219,CRYPTO3075,41231.86,C85
1,A362512,A462453,148941.0,C85
2,A462453,A512698,194190.13,C85
3,A512698,A122014,130947.68,C85
4,A122014,A248760,111924.56,C85
5,A248760,CRYPTO7358,83030.98,C85
1,A555197,A393846,96698.42,C86
2,A393846,A962552,52214.53,C86
3,A962552,CRYPTO1724,67089.24,C86
1,A982294,A995029,91593.8,C86
2,A995029,A408803,34284.1,C86
3,A408803,CRYPTO3896,35799.2,C86
1,A759719,A965697,100832.73,C86
2,A965697,A668408,131442.74,C86
3,A668408,A677459,199776.08,C86
4,A677459,A848542,189120.65,C86
5,A848542,A621617,192055.21,C86
6,A621617,CRYPTO9778,181170.91,C86
1,A623884,A750092,85025.02,C86
2,A750092,A885363,113242.11,C86
3,A885363,CRYPTO9783,39734.91,C86
1,A452402,A609623,30502.23,C86
2,A609623,A218303,62251.62,C86
3,A218303,CRYPTO1894,5521.16,C86
1,A298841,A349411,59091.15,C87
2,A349411,A150786,165554.86,C87
3,A150786,CRYPTO2511,105998.03,C87
1,A363132,A346952,76511.95,C87
2,A346952,A110465,16743.5,C87
3,A110465,A626437,167348.82,C87
4,A626437,CRYPTO2889,199270.98,C87
1,A546368,A638045,128353.46,C87
2,A638045,A258780,155181.46,C87
3,A258780,A942752,162798.2,C87
4,A942752,A780593,142123.11,C87
5,A780593,CRYPTO7582,156127.04,C87
1,A163781,A467908,39718.49,C87
2,A467908,A879971,179218.44,C87
3,A879971,A552992,10101.8,C87
4,A552992,A537459,13420.06,C87
5,A537459,CRYPTO5889,84868.64,C87
1,A223576,A602147,63741.53,C87
2,A602147,A878199,72226.99,C87
3,A878199,A873815,126419.37,C87
4,A873815,CRYPTO5498,10086.66,C87
1,A219792,A564268,8575.13,C87
2,A564268,A499149,81644.09,C87
3,A499149,A420369,194352.99,C87
4,A420369,A848369,39274.6,C87
5,A848369,A723362,43058.76,C87
6,A723362,CRYPTO9134,164942.71,C87
1,A598510,A903046,43919.61,C87
2,A903046,A750139,168780.12,C87
3,A750139,A629158,84695.63,C87
4,A629158,CRYPTO4694,150089.18,C87
1,A653050,A470232,175531.74,C87
2,A470232,A747968,81368.59,C87
3,A747968,A806812,128017.39,C87
4,A806812,A397903,49762.88,C87
5,A397903,CRYPTO9279,85186.16,C87
1,A793266,A281573,65720.72,C88
2,A281573,A270949,75116.62,C88
3,A270949,A790980,100227.48,C88
4,A790980,CRYPTO1240,83588.42,C88
1,A333974,A895608,116384.55,C88
2,A895608,A911502,64831.46,C88
3,A911502,A665662,163681.02,C88
4,A665662,A272400,144246.03,C88
5,A272400,A350595,21694.97,C88
6,A350595,CRYPTO3950,64192.39,C88
1,A530133,A846528,131031.0,C88
2,A846528,A302870,34572.73,C88
3,A302870,A995623,14691.24,C88
4,A995623,A675075,164117.35,C88
5,A675075,CRYPTO4136,174494.07,C88
1,A592865,A146947,190711.91,C88
2,A146947,A860832,196734.08,C88
3,A860832,A398415,104476.05,C88
4,A398415,A145278,160865.27,C88
5,A145278,CRYPTO9368,18890.08,C88
1,A884200,A718274,126446.17,C88
2,A718274,A659532,10214.39,C88
3,A659532,A278250,94250.06,C88
4,A278250,A197157,172963.54,C88
5,A197157,CRYPTO4093,100575.18,C88
1,A126425,A902754,104128.39,C88
2,A902754,A780365,141989.39,C88
3,A780365,A191892,39923.89,C88
4,A191892,CRYPTO9525,195331.73,C88
1,A217309,A569653,168729.45,C89
2,A569653,A283442,62612.51,C89
3,A283442,CRYPTO2390,6702.01,C89
1,A273130,A360622,125506.58,C89
2,A360622,A350864,45361.87,C89
3,A350864,A999742,184121.8,C89
4,A999742,A618189,156018.92,C89
5,A618189,CRYPTO3904,11282.28,C89
1,A191499,A537860,36558.96,C89
2,A537860,A124405,123590.44,C89
3,A124405,A367976,171843.53,C89
4,A367976,A728247,21450.41,C89
5,A728247,CRYPTO9686,32576.11,C89
1,A980170,A290239,44168.72,C89
2,A290239,A624929,43316.45,C89
3,A624929,A754496,182763.5,C89
4,A754496,CRYPTO8289,179988.87,C89
1,A591419,A378264,182515.77,C89
2,A378264,A285059,118517.08,C89
3,A285059,CRYPTO7925,85437.37,C89
1,A872037,A573835,103089.91,C89
2,A573835,A230993,114016.86,C89
3,A230993,CRYPTO6225,76960.61,C89
1,A807700,A400693,61893.63,C89
2,A400693,A743117,119616.71,C89
3,A743117,A630847,176391.28,C89
4,A630847,CRYPTO4812,170263.63,C89
1,A599762,A978165,132448.41,C90
2,A978165,A700002,101447.52,C90
3,A700002,A199379,30808.64,C90
4,A199379,A248177,137113.64,C90
5,A248177,A297161,104786.71,C90
6,A297161,CRYPTO8685,121289.93,C90
1,A998763,A837240,199779.83,C90
2,A837240,A425043,122150.07,C90
3,A425043,A194097,52948.69,C90
4,A194097,CRYPTO9710,19399.68,C90
1,A801649,A868454,18955.29,C90
2,A868454,A461153,50028.91,C90
3,A461153,A638164,37955.56,C90
4,A638164,A933926,45691.82,C90
5,A933926,CRYPTO1481,121791.04,C90
1,A822327,A873145,178114.46,C90
2,A873145,A564921,54480.99,C90
3,A564921,A130148,97814.76,C90
4,A130148,A130756,190153.77,C90
5,A130756,CRYPTO4099,111768.48,C90
1,A398592,A881578,76708.46,C90
2,A881578,A441637,166517.84,C90
3,A441637,A382538,83586.99,C90
4,A382538,A920807,176596.79,C90
5,A920807,CRYPTO1694,186137.04,C90
1,A189643,A514864,120814.6,C90
2,A514864,A241841,33348.41,C90
3,A241841,A663870,84639.04,C90
4,A663870,CRYPTO7738,32561.36,C90
1,A500645,A891264,163011.74,C90
2,A891264,A375597,163465.93,C90
3,A375597,A725174,148176.22,C90
4,A725174,A130436,157094.62,C90
5,A130436,A513237,173089.09,C90
6,A513237,CRYPTO6761,96398.22,C90
1,A437734,A528421,133048.34,C90
2,A528421,A968491,55068.28,C90
3,A968491,A547764,186153.37,C90
4,A547764,CRYPTO4828,80859.3,C90
1,A930551,A758208,110417.03,C90
2,A758208,A789976,167093.24,C90
3,A789976,CRYPTO9498,115108.78,C90
1,A223378,A503566,68562.68,C91
2,A503566,A980695,98270.41,C91
3,A980695,A871845,138777.17,C91
4,A871845,A912592,196946.5,C91
5,A912592,CRYPTO6910,8404.5,C91
1,A401784,A384092,177140.81,C91
2,A384092,A582476,195500.54,C91
3,A582476,A293927,126072.16,C91
4,A293927,A608999,188422.45,C91
5,A608999,A599895,98688.22,C91
6,A599895,CRYPTO2321,15939.53,C91
1,A105304,A393257,25234.04,C91
2,A393257,A972712,39330.4,C91
3,A972712,CRYPTO1274,178412.24,C91
1,A105859,A178802,174333.17,C91
2,A178802,A211911,69921.63,C91
3,A211911,A639851,38438.03,C91
4,A639851,CRYPTO3786,118939.49,C91
1,A858483,A217435,46985.13,C91
2,A217435,A399431,39481.71,C91
3,A399431,A671419,38238.66,C91
4,A671419,A466321,41469.8,C91
5,A466321,A539245,168913.84,C91
6,A539245,CRYPTO6443,27049.96,C91
1,A158487,A132598,153104.42,C91
2,A132598,A961527,88751.57,C91
3,A961527,A510027,100379.2,C91
4,A510027,A964657,86163.2,C91
5,A964657,CRYPTO8069,153758.24,C91
1,A157504,A783164,125465.95,C91
2,A783164,A684284,78307.49,C91
3,A684284,CRYPTO8411,80768.59,C91
1,A894291,A558937,49635.44,C91
2,A558937,A980365,54144.85,C91
3,A980365,A391309,127628.06,C91
4,A391309,CRYPTO4632,117358.72,C91
1,A787907,A713515,160625.49,C92
2,A713515,A597762,165457.35,C92
3,A597762,A640122,81833.67,C92
4,A640122,A981201,118681.25,C92
5,A981201,A735859,146551.71,C92
6,A735859,CRYPTO1742,61890.46,C92
1,A839058,A288241,188998.54,C92
2,A288241,A234350,192945.42,C92
3,A234350,A590163,44636.55,C92
4,A590163,A673547,127180.16,C92
5,A673547,CRYPTO6711,60368.31,C92
1,A254319,A686035,77916.36,C92
2,A686035,A591325,42849.86,C92
3,A591325,A926052,121824.41,C92
4,A926052,CRYPTO8116,163066.96,C92
1,A482958,A158488,179098.04,C92
2,A158488,A572893,80220.88,C92
3,A572893,CRYPTO4865,64368.03,C92
1,A393478,A864112,95714.99,C92
2,A864112,A804100,31326.71,C92
3,A804100,CRYPTO5057,162156.97,C92
1,A975380,A367829,198619.25,C92
2,A367829,A878572,177680.87,C92
3,A878572,A779543,100523.83,C92
4,A779543,CRYPTO4336,139155.54,C92
1,A411425,A866685,79482.8,C92
2,A866685,A810014,57532.84,C92
3,A810014,A196762,113201.78,C92
4,A196762,A529162,119430.6,C92
5,A529162,CRYPTO9580,13374.03,C92
1,A706412,A382212,160497.02,C92
2,A382212,A506915,21578.0,C92
3,A506915,A892542,140076.93,C92
4,A892542,A465730,63436.27,C92
5,A465730,CRYPTO6053,198186.45,C92
1,A655885,A886174,68600.03,C92
2,A886174,A957497,149696.2,C92
3,A957497,A145909,119548.45,C92
4,A145909,CRYPTO3571,131819.72,C92
1,A703995,A926214,37364.67,C92
2,A926214,A994160,134208.36,C92
3,A994160,CRYPTO6111,33279.11,C92
1,A480097,A717390,160645.18,C93
2,A717390,A316064,101274.53,C93
3,A316064,A307922,11445.56,C93
4,A307922,A106673,130691.86,C93
5,A106673,CRYPTO7161,113632.46,C93
1,A887026,A178125,198920.14,C93
2,A178125,A828026,77847.91,C93
3,A828026,A484791,182224.04,C93
4,A484791,A143394,88568.33,C93
5,A143394,A313131,170977.42,C93
6,A313131,CRYPTO5686,17846.88,C93
1,A331786,A777334,53004.7,C93
2,A777334,A759253,11284.34,C93
3,A759253,A118934,36917.4,C93
4,A118934,A188541,52610.78,C93
5,A188541,A401666,199292.26,C93
6,A401666,CRYPTO7027,87625.9,C93
1,A678497,A846576,137647.46,C93
2,A846576,A568757,113536.57,C93
3,A568757,A645258,173761.48,C93
4,A645258,A281674,36841.38,C93
5,A281674,A257667,174430.44,C93
6,A257667,CRYPTO8597,27030.33,C93
1,A844377,A726049,21453.64,C93
2,A726049,A667901,21999.42,C93
3,A667901,A904625,148807.27,C93
4,A904625,A317290,57626.36,C93
5,A317290,A765372,142417.43,C93
6,A765372,CRYPTO8545,138055.02,C93
1,A556443,A621811,80250.96,C93
2,A621811,A600649,100815.43,C93
3,A600649,A708379,157447.23,C93
4,A708379,A972069,34790.47,C93
5,A972069,A240246,107793.6,C93
6,A240246,CRYPTO1717,9771.51,C93
1,A798459,A215983,158027.8,C94
2,A215983,A596940,32921.68,C94
3,A596940,A184636,188248.68,C94
4,A184636,A168443,70302.57,C94
5,A168443,CRYPTO3891,44663.8,C94
1,A851189,A772033,197889.39,C94
2,A772033,A864281,39757.9,C94
3,A864281,A748145,140677.78,C94
4,A748145,A933366,118788.5,C94
5,A933366,CRYPTO5055,22399.6,C94
1,A189740,A464310,64335.36,C94
2,A464310,A474619,138627.14,C94
3,A474619,A649112,151255.94,C94
4,A649112,A151196,62718.02,C94
5,A151196,A363122,16277.74,C94
6,A363122,CRYPTO9260,140370.99,C94
1,A949707,A552990,195347.44,C94
2,A552990,A486672,187004.26,C94
3,A486672,CRYPTO4718,169272.14,C94
1,A438757,A631644,88043.98,C94
2,A631644,A409870,174043.78,C94
3,A409870,CRYPTO1893,21194.15,C94
1,A223597,A129951,73531.13,C94
2,A129951,A880163,187659.96,C94
3,A880163,A770693,125928.39,C94
4,A770693,A473828,24837.88,C94
5,A473828,A196578,95598.89,C94
6,A196578,CRYPTO9234,89816.14,C94
1,A830428,A269599,48910.16,C94
2,A269599,A977404,33400.22,C94
3,A977404,A885938,90667.98,C94
4,A885938,A204451,176825.96,C94
5,A204451,CRYPTO5564,26911.4,C94
1,A314541,A554722,75904.0,C95
2,A554722,A583571,15680.55,C95
3,A583571,A232304,126863.91,C95
4,A232304,CRYPTO7719,111305.68,C95
1,A215969,A769517,23605.82,C95
2,A769517,A956852,182999.76,C95
3,A956852,A248120,76660.68,C95
4,A248120,A995433,181802.24,C95
5,A995433,CRYPTO4805,107401.83,C95
1,A762757,A581571,55813.69,C95
2,A581571,A597714,105806.89,C95
3,A597714,A775330,56346.77,C95
4,A775330,A585972,36442.33,C95
5,A585972,A707795,66717.61,C95
6,A707795,CRYPTO7601,152955.21,C95
1,A926202,A691762,73578.95,C95
2,A691762,A613584,194712.76,C95
3,A613584,A709806,74325.94,C95
4,A709806,A267117,179701.92,C95
5,A267117,CRYPTO8639,165496.3,C95
1,A901483,A319602,174451.37,C95
2,A319602,A619261,37240.07,C95
3,A619261,CRYPTO7358,92717.16,C95
1,A551679,A172018,83927.73,C95
2,A172018,A811898,28561.81,C95
3,A811898,A830995,157629.31,C95
4,A830995,A439001,85313.52,C95
5,A439001,CRYPTO5003,69588.99,C95
1,A342368,A763140,62614.93,C95
2,A763140,A662471,47553.72,C95
3,A662471,CRYPTO7147,166458.26,C95
1,A489216,A609887,198499.89,C95
2,A609887,A678355,21508.05,C95
3,A678355,A885452,99224.74,C95
4,A885452,A174922,58911.05,C95
5,A174922,CRYPTO2831,168258.91,C95
1,A168075,A132392,82697.2,C95
2,A132392,A153952,152871.69,C95
3,A153952,A650948,52449.72,C95
4,A650948,CRYPTO9131,28501.18,C95
1,A358680,A567764,131362.43,C96
2,A567764,A621027,99800.14,C96
3,A621027,CRYPTO1145,16857.58,C96
1,A357405,A841248,189724.02,C96
2,A841248,A471875,95393.76,C96
3,A471875,A973217,58830.61,C96
4,A973217,A139106,79512.04,C96
5,A139106,CRYPTO6548,196366.93,C96
1,A770683,A815389,92964.09,C96
2,A815389,A579613,145776.19,C96
3,A579613,A143999,147792.66,C96
4,A143999,CRYPTO2701,30699.41,C96
1,A406884,A316386,39375.24,C96
2,A316386,A617073,120078.43,C96
3,A617073,A566347,138278.3,C96
4,A566347,CRYPTO7330,22696.69,C96
1,A719879,A549240,79529.06,C96
2,A549240,A539991,64659.73,C96
3,A539991,A543660,88308.61,C96
4,A543660,CRYPTO1344,101625.81,C96
1,A756009,A840956,78658.19,C96
2,A840956,A402351,127442.83,C96
3,A402351,CRYPTO4399,67339.38,C96
1,A444684,A122946,107095.65,C96
2,A122946,A126747,105454.22,C96
3,A126747,A720581,104632.87,C96
4,A720581,A838721,41634.02,C96
5,A838721,CRYPTO3789,103613.84,C96
1,A265675,A224505,115875.47,C96
2,A224505,A599045,137427.57,C96
3,A599045,A782468,146687.51,C96
4,A782468,A647726,29340.56,C96
5,A647726,CRYPTO1366,32961.0,C96
1,A187230,A791945,158015.6,C97
2,A791945,A606709,182882.22,C97
3,A606709,A837834,189270.12,C97
4,A837834,CRYPTO7295,91561.47,C97
1,A406816,A673824,71605.97,C97
2,A673824,A887596,103341.13,C97
3,A887596,A473471,75304.14,C97
4,A473471,CRYPTO7037,24855.27,C97
1,A198443,A496083,160809.11,C97
2,A496083,A820278,131280.92,C97
3,A820278,A557700,45935.24,C97
4,A557700,CRYPTO1533,183348.29,C97
1,A249459,A902175,142985.12,C97
2,A902175,A702478,149570.03,C97
3,A702478,A596426,84043.84,C97
4,A596426,A451959,85818.9,C97
5,A451959,CRYPTO1986,23649.5,C97
1,A745427,A904178,25200.54,C97
2,A904178,A733223,66866.53,C97
3,A733223,A346251,76108.67,C97
4,A346251,CRYPTO1201,148076.37,C97
1,A371913,A383341,175232.25,C97
2,A383341,A252488,79350.22,C97
3,A252488,CRYPTO5045,75720.33,C97
1,A831811,A260488,68755.5,C97
2,A260488,A239396,83368.04,C97
3,A239396,A274489,8633.62,C97
4,A274489,A665262,183022.93,C97
5,A665262,CRYPTO8014,181148.93,C97
1,A327175,A467644,132626.05,C97
2,A467644,A747385,91991.95,C97
3,A747385,A945378,6129.45,C97
4,A945378,A330478,10727.84,C97
5,A330478,A593740,121410.77,C97
6,A593740,CRYPTO7157,55038.76,C97
1,A637040,A970499,58347.32,C97
2,A970499,A127758,41889.98,C97
3,A127758,CRYPTO8116,175071.44,C97
1,A858003,A655741,174526.95,C98
2,A655741,A497691,109836.58,C98
3,A497691,A746075,110513.98,C98
4,A746075,CRYPTO8525,135822.2,C98
1,A761863,A780062,187647.08,C98
2,A780062,A951651,73450.42,C98
3,A951651,A794939,78827.29,C98
4,A794939,CRYPTO2169,19554.11,C98
1,A252818,A776501,130850.11,C98
2,A776501,A622854,134998.89,C98
3,A622854,A691725,90922.73,C98
4,A691725,A970182,193148.53,C98
5,A970182,CRYPTO7845,182016.16,C98
1,A634121,A620098,44917.45,C98
2,A620098,A549426,111397.22,C98
3,A549426,A856392,116165.92,C98
4,A856392,CRYPTO8366,37250.35,C98
1,A649866,A281603,50984.07,C98
2,A281603,A369860,38171.85,C98
3,A369860,A205064,123030.07,C98
4,A205064,A630199,146293.78,C98
5,A630199,CRYPTO8828,153209.47,C98
1,A904771,A697126,25891.3,C98
2,A697126,A382340,74741.27,C98
3,A382340,CRYPTO5710,44185.83,C98
1,A109024,A950538,143878.25,C98
2,A950538,A694538,140697.29,C98
3,A694538,A586788,76221.29,C98
4,A586788,A377290,68048.63,C98
5,A377290,CRYPTO1857,58615.91,C98
1,A315209,A767172,113847.77,C98
2,A767172,A553631,103872.67,C98
3,A553631,A399726,104870.53,C98
4,A399726,CRYPTO6876,63226.9,C98
1,A863019,A993944,88930.17,C99
2,A993944,A602846,105215.74,C99
3,A602846,CRYPTO5076,141004.9,C99
1,A500685,A344349,162110.05,C99
2,A344349,A767926,81008.63,C99
3,A767926,A317247,81924.71,C99
